API Start,API Dur,Queue Start,Queue Dur,Kernel Start,Kernel Dur,Total Dur,PID,TID,DevId,API Function,GridXYZ,BlockXYZ,Kernel Name
1.83423s,1.788 μs,1.83423s,328.631 μs,1.83456s,1.728 μs,332.147 μs,236841,236841,0,cudaLaunchKernel,8 1 2001,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
1.83424s,1.790 μs,1.83424s,318.341 μs,1.83456s,9.824 μs,329.955 μs,236841,236841,0,cudaLaunchKernel,2 1 2001,0128 1 1,volta_sgemm_32x32_sliced1x4_tn
1.83425s,1.608 μs,1.83425s,324.083 μs,1.83457s,1.600 μs,327.291 μs,236841,236841,0,cudaLaunchKernel,4 1 2001,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
1.83426s,1.482 μs,1.83426s,316.552 μs,1.83458s,6.752 μs,324.786 μs,236841,236841,0,cudaLaunchKernel,1 1 2001,0128 1 1,volta_sgemm_32x32_sliced1x4_tn
1.83427s,2.241 μs,1.83427s,310.743 μs,1.83458s,8.064 μs,321.048 μs,236841,236841,0,cudaLaunchKernel,1 1 2001,8   32    1,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MaxOps<float>, unsigned int, float, (int)4>>(T3)"
1.83428s,1.776 μs,1.83428s,309.917 μs,1.83459s,1.888 μs,313.581 μs,236841,236841,0,cudaLaunchKernel,1 1 2001,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<long, long, bool, at::native::<unnamed>::CompareEqFunctor<long>>, at::detail::Array<char *, (int)3>>(int, T2, T3)"
1.83429s,1.871 μs,1.83429s,301.797 μs,1.83459s,2.368 μs,306.036 μs,236841,236841,0,cudaLaunchKernel,1 1 2001,0128 1 1,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)"
1.8343s,1.960 μs,1.8343s,300.041 μs,1.8346s,6.048 μs,308.049 μs,236841,236841,0,cudaLaunchKernel,1 1 2001,32    1    1,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<long, at::native::func_wrapper_t<long, at::native::sum_functor<long, long, long>::operator ()(at::TensorIterator &)::[lambda(long, long) (instance 1)]>, unsigned int, long, (int)4>>(T3)"
1.83656s,5.939 μs,1.83656s,881 ns,1.83656s,2.080 μs,8.900 μs,236841,236841,0,cudaLaunchKernel,5 1 2001,0256 1 1,"void cask__5x_cudnn::computeOffsetsKernel<(bool)0, (bool)0>(cask__5x_cudnn::ComputeOffsetsParams)"
1.83656s,2.443 μs,1.83657s,2.367 μs,1.83657s,69.313 μs,74.123 μs,236841,236841,0,cudaLaunchKernel,0256 1 1,64    1    1,_5x_cudnn_volta_scudnn_128x32_relu_small_nn_v1
1.83657s,2.674 μs,1.83658s,63.468 μs,1.83664s,40.128 μs,106.270 μs,236841,236841,0,cudaLaunchKernel,2048 1 1,0128 1 1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
1.83658s,2.000 μs,1.83659s,95.038 μs,1.83668s,29.664 μs,126.702 μs,236841,236841,0,cudaLaunchKernel,1024 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
1.8366s,2.075 μs,1.8366s,112.048 μs,1.83671s,37.024 μs,151.147 μs,236841,236841,0,cudaLaunchKernel,0512 1 1,0256 1 1,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, long, long, long, int, int, int, int, int, int, int, int, int, int, T1 *, long *)"
1.83662s,2.027 μs,1.83662s,131.526 μs,1.83675s,2.880 μs,136.433 μs,236841,236841,0,cudaLaunchKernel,2 1 2001,0256 1 1,"void cask__5x_cudnn::computeOffsetsKernel<(bool)0, (bool)0>(cask__5x_cudnn::ComputeOffsetsParams)"
1.83662s,1.574 μs,1.83662s,132.465 μs,1.83675s,82.113 μs,216.152 μs,236841,236841,0,cudaLaunchKernel,64    1    1,0128 1 1,_5x_cudnn_volta_scudnn_128x32_relu_medium_nn_v1
1.83662s,1.994 μs,1.83663s,209.898 μs,1.83684s,20.320 μs,232.212 μs,236841,236841,0,cudaLaunchKernel,1024 1 1,0128 1 1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
1.83663s,1.831 μs,1.83663s,225.114 μs,1.83686s,14.175 μs,241.120 μs,236841,236841,0,cudaLaunchKernel,0512 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
1.83664s,1.715 μs,1.83664s,231.757 μs,1.83687s,20.704 μs,254.176 μs,236841,236841,0,cudaLaunchKernel,0256 1 1,0256 1 1,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, long, long, long, int, int, int, int, int, int, int, int, int, int, T1 *, long *)"
1.83665s,1.943 μs,1.83665s,238.682 μs,1.83689s,4.192 μs,244.817 μs,236841,236841,0,cudaLaunchKernel,2 8 2001,32    4    1,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)"
1.83665s,1.641 μs,1.83666s,241.742 μs,1.8369s,89.600 μs,332.983 μs,236841,236841,0,cudaLaunchKernel,64    1    1,0256 1 1,_5x_cudnn_volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1
1.83666s,1.784 μs,1.83666s,327.516 μs,1.83699s,8.640 μs,337.940 μs,236841,236841,0,cudaLaunchKernel,0512 1 1,0128 1 1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
1.83666s,1.602 μs,1.83667s,331.648 μs,1.837s,4.640 μs,337.890 μs,236841,236841,0,cudaLaunchKernel,0256 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
1.83667s,1.806 μs,1.83667s,328.924 μs,1.837s,10.016 μs,340.746 μs,236841,236841,0,cudaLaunchKernel,0128 1 1,0256 1 1,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, long, long, long, int, int, int, int, int, int, int, int, int, int, T1 *, long *)"
1.83669s,2.024 μs,1.8367s,317.975 μs,1.83701s,20.416 μs,340.415 μs,236841,236841,0,cudaLaunchKernel,2 1 2005,0256 1 1,volta_sgemm_64x32_sliced1x4_tn
1.8367s,1.730 μs,1.8367s,336.835 μs,1.83704s,3.200 μs,341.765 μs,236841,236841,0,cudaLaunchKernel,4 2 2001,32   16    1,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)1, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)"
1.8367s,1.693 μs,1.83671s,334.507 μs,1.83704s,1.728 μs,337.928 μs,236841,236841,0,cudaLaunchKernel,8 1 2001,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
1.83672s,2.136 μs,1.83672s,324.220 μs,1.83704s,9.984 μs,336.340 μs,236841,236841,0,cudaLaunchKernel,2 1 2001,0128 1 1,volta_sgemm_32x32_sliced1x4_tn
1.83672s,1.649 μs,1.83672s,329.890 μs,1.83705s,1.632 μs,333.171 μs,236841,236841,0,cudaLaunchKernel,4 1 2001,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
1.83673s,1.441 μs,1.83673s,322.267 μs,1.83706s,6.752 μs,330.460 μs,236841,236841,0,cudaLaunchKernel,1 1 2001,0128 1 1,volta_sgemm_32x32_sliced1x4_tn
1.83674s,2.371 μs,1.83675s,316.661 μs,1.83706s,8.096 μs,327.128 μs,236841,236841,0,cudaLaunchKernel,1 1 2001,8   32    1,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MaxOps<float>, unsigned int, float, (int)4>>(T3)"
1.83675s,1.891 μs,1.83676s,316.039 μs,1.83707s,1.888 μs,319.818 μs,236841,236841,0,cudaLaunchKernel,1 1 2001,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<long, long, bool, at::native::<unnamed>::CompareEqFunctor<long>>, at::detail::Array<char *, (int)3>>(int, T2, T3)"
1.83676s,1.888 μs,1.83677s,308.814 μs,1.83708s,2.560 μs,313.262 μs,236841,236841,0,cudaLaunchKernel,1 1 2001,0128 1 1,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)"
1.83677s,2.014 μs,1.83677s,307.424 μs,1.83708s,6.176 μs,315.614 μs,236841,236841,0,cudaLaunchKernel,1 1 2001,32    1    1,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<long, at::native::func_wrapper_t<long, at::native::sum_functor<long, long, long>::operator ()(at::TensorIterator &)::[lambda(long, long) (instance 1)]>, unsigned int, long, (int)4>>(T3)"
1.83896s,6.079 μs,1.83896s,1.061 μs,1.83896s,2.048 μs,9.188 μs,236841,236841,0,cudaLaunchKernel,5 1 2001,0256 1 1,"void cask__5x_cudnn::computeOffsetsKernel<(bool)0, (bool)0>(cask__5x_cudnn::ComputeOffsetsParams)"
1.83896s,2.377 μs,1.83897s,2.243 μs,1.83897s,70.016 μs,74.636 μs,236841,236841,0,cudaLaunchKernel,0256 1 1,64    1    1,_5x_cudnn_volta_scudnn_128x32_relu_small_nn_v1
1.83897s,2.679 μs,1.83898s,64.311 μs,1.83904s,40.288 μs,107.278 μs,236841,236841,0,cudaLaunchKernel,2048 1 1,0128 1 1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
1.83898s,2.100 μs,1.83898s,96.198 μs,1.83908s,29.824 μs,128.122 μs,236841,236841,0,cudaLaunchKernel,1024 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
1.839s,2.117 μs,1.839s,114.435 μs,1.83911s,37.728 μs,154.280 μs,236841,236841,0,cudaLaunchKernel,0512 1 1,0256 1 1,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, long, long, long, int, int, int, int, int, int, int, int, int, int, T1 *, long *)"
1.83901s,1.839 μs,1.83902s,135.046 μs,1.83915s,2.720 μs,139.605 μs,236841,236841,0,cudaLaunchKernel,2 1 2001,0256 1 1,"void cask__5x_cudnn::computeOffsetsKernel<(bool)0, (bool)0>(cask__5x_cudnn::ComputeOffsetsParams)"
1.83902s,1.595 μs,1.83902s,136.010 μs,1.83915s,81.921 μs,219.526 μs,236841,236841,0,cudaLaunchKernel,64    1    1,0128 1 1,_5x_cudnn_volta_scudnn_128x32_relu_medium_nn_v1
1.83902s,1.896 μs,1.83902s,213.427 μs,1.83924s,20.159 μs,235.482 μs,236841,236841,0,cudaLaunchKernel,1024 1 1,0128 1 1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
1.83903s,1.743 μs,1.83903s,228.601 μs,1.83926s,14.335 μs,244.679 μs,236841,236841,0,cudaLaunchKernel,0512 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
1.83904s,1.807 μs,1.83904s,235.150 μs,1.83927s,20.576 μs,257.533 μs,236841,236841,0,cudaLaunchKernel,0256 1 1,0256 1 1,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, long, long, long, int, int, int, int, int, int, int, int, int, int, T1 *, long *)"
1.83905s,1.883 μs,1.83905s,241.837 μs,1.83929s,4.288 μs,248.008 μs,236841,236841,0,cudaLaunchKernel,2 8 2001,32    4    1,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)"
1.83905s,1.763 μs,1.83905s,244.659 μs,1.8393s,90.368 μs,336.790 μs,236841,236841,0,cudaLaunchKernel,64    1    1,0256 1 1,_5x_cudnn_volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1
1.83906s,1.645 μs,1.83906s,331.344 μs,1.83939s,9.152 μs,342.141 μs,236841,236841,0,cudaLaunchKernel,0512 1 1,0128 1 1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
1.83906s,1.626 μs,1.83906s,336.131 μs,1.8394s,4.672 μs,342.429 μs,236841,236841,0,cudaLaunchKernel,0256 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
1.83907s,1.636 μs,1.83907s,333.976 μs,1.83941s,10.112 μs,345.724 μs,236841,236841,0,cudaLaunchKernel,0128 1 1,0256 1 1,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, long, long, long, int, int, int, int, int, int, int, int, int, int, T1 *, long *)"
1.83909s,2.082 μs,1.83909s,323.240 μs,1.83942s,20.096 μs,345.418 μs,236841,236841,0,cudaLaunchKernel,2 1 2005,0256 1 1,volta_sgemm_64x32_sliced1x4_tn
1.83909s,1.556 μs,1.8391s,342.049 μs,1.83944s,3.200 μs,346.805 μs,236841,236841,0,cudaLaunchKernel,4 2 2001,32   16    1,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)1, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)"
1.8391s,1.597 μs,1.8391s,340.329 μs,1.83944s,1.728 μs,343.654 μs,236841,236841,0,cudaLaunchKernel,8 1 2001,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
1.83911s,1.741 μs,1.83911s,331.024 μs,1.83945s,9.792 μs,342.557 μs,236841,236841,0,cudaLaunchKernel,2 1 2001,0128 1 1,volta_sgemm_32x32_sliced1x4_tn
1.83912s,1.714 μs,1.83912s,336.612 μs,1.83946s,1.664 μs,339.990 μs,236841,236841,0,cudaLaunchKernel,4 1 2001,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
1.83913s,1.409 μs,1.83913s,329.660 μs,1.83946s,6.720 μs,337.789 μs,236841,236841,0,cudaLaunchKernel,1 1 2001,0128 1 1,volta_sgemm_32x32_sliced1x4_tn
1.83914s,1.920 μs,1.83914s,325.161 μs,1.83947s,8.224 μs,335.305 μs,236841,236841,0,cudaLaunchKernel,1 1 2001,8   32    1,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MaxOps<float>, unsigned int, float, (int)4>>(T3)"
1.83915s,1.883 μs,1.83915s,325.283 μs,1.83947s,1.855 μs,329.021 μs,236841,236841,0,cudaLaunchKernel,1 1 2001,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<long, long, bool, at::native::<unnamed>::CompareEqFunctor<long>>, at::detail::Array<char *, (int)3>>(int, T2, T3)"
1.83916s,1.866 μs,1.83916s,318.730 μs,1.83948s,2.559 μs,323.155 μs,236841,236841,0,cudaLaunchKernel,1 1 2001,0128 1 1,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)"
1.83916s,1.717 μs,1.83916s,317.597 μs,1.83948s,5.985 μs,325.299 μs,236841,236841,0,cudaLaunchKernel,1 1 2001,32    1    1,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<long, at::native::func_wrapper_t<long, at::native::sum_functor<long, long, long>::operator ()(at::TensorIterator &)::[lambda(long, long) (instance 1)]>, unsigned int, long, (int)4>>(T3)"
1.8413s,5.912 μs,1.84131s,881 ns,1.84131s,2.048 μs,8.841 μs,236841,236841,0,cudaLaunchKernel,5 1 2001,0256 1 1,"void cask__5x_cudnn::computeOffsetsKernel<(bool)0, (bool)0>(cask__5x_cudnn::ComputeOffsetsParams)"
1.84131s,2.278 μs,1.84131s,2.296 μs,1.84132s,69.377 μs,73.951 μs,236841,236841,0,cudaLaunchKernel,0256 1 1,64    1    1,_5x_cudnn_volta_scudnn_128x32_relu_small_nn_v1
1.84132s,2.500 μs,1.84132s,64.284 μs,1.84139s,39.584 μs,106.368 μs,236841,236841,0,cudaLaunchKernel,2048 1 1,0128 1 1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
1.84133s,2.052 μs,1.84133s,95.923 μs,1.84143s,30.176 μs,128.151 μs,236841,236841,0,cudaLaunchKernel,1024 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
1.84135s,1.967 μs,1.84135s,110.361 μs,1.84146s,37.120 μs,149.448 μs,236841,236841,0,cudaLaunchKernel,0512 1 1,0256 1 1,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, long, long, long, int, int, int, int, int, int, int, int, int, int, T1 *, long *)"
1.84136s,1.721 μs,1.84137s,130.703 μs,1.8415s,2.784 μs,135.208 μs,236841,236841,0,cudaLaunchKernel,2 1 2001,0256 1 1,"void cask__5x_cudnn::computeOffsetsKernel<(bool)0, (bool)0>(cask__5x_cudnn::ComputeOffsetsParams)"
1.84137s,1.708 μs,1.84137s,131.613 μs,1.8415s,82.209 μs,215.530 μs,236841,236841,0,cudaLaunchKernel,64    1    1,0128 1 1,_5x_cudnn_volta_scudnn_128x32_relu_medium_nn_v1
1.84137s,1.693 μs,1.84137s,209.606 μs,1.84158s,20.320 μs,231.619 μs,236841,236841,0,cudaLaunchKernel,1024 1 1,0128 1 1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
1.84138s,1.766 μs,1.84138s,225.152 μs,1.8416s,14.529 μs,241.447 μs,236841,236841,0,cudaLaunchKernel,0512 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
1.84139s,1.674 μs,1.84139s,232.394 μs,1.84162s,20.417 μs,254.485 μs,236841,236841,0,cudaLaunchKernel,0256 1 1,0256 1 1,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, long, long, long, int, int, int, int, int, int, int, int, int, int, T1 *, long *)"
1.8414s,1.918 μs,1.8414s,239.560 μs,1.84164s,4.033 μs,245.511 μs,236841,236841,0,cudaLaunchKernel,2 8 2001,32    4    1,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)"
1.8414s,1.448 μs,1.8414s,242.566 μs,1.84165s,89.984 μs,333.998 μs,236841,236841,0,cudaLaunchKernel,64    1    1,0256 1 1,_5x_cudnn_volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148t_nt_v1
1.84141s,1.770 μs,1.84141s,328.677 μs,1.84174s,8.640 μs,339.087 μs,236841,236841,0,cudaLaunchKernel,0512 1 1,0128 1 1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
1.84141s,1.533 μs,1.84141s,333.138 μs,1.84175s,4.608 μs,339.279 μs,236841,236841,0,cudaLaunchKernel,0256 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
1.84142s,1.637 μs,1.84142s,331.203 μs,1.84175s,10.048 μs,342.888 μs,236841,236841,0,cudaLaunchKernel,0128 1 1,0256 1 1,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, long, long, long, int, int, int, int, int, int, int, int, int, int, T1 *, long *)"
1.84144s,2.068 μs,1.84144s,320.928 μs,1.84176s,20.256 μs,343.252 μs,236841,236841,0,cudaLaunchKernel,2 1 2005,0256 1 1,volta_sgemm_64x32_sliced1x4_tn
1.84144s,1.684 μs,1.84144s,339.727 μs,1.84178s,3.296 μs,344.707 μs,236841,236841,0,cudaLaunchKernel,4 2 2001,32   16    1,"void splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)1, (bool)1, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)"
1.84145s,1.636 μs,1.84145s,337.807 μs,1.84179s,1.728 μs,341.171 μs,236841,236841,0,cudaLaunchKernel,8 1 2001,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
1.84146s,1.734 μs,1.84146s,328.223 μs,1.84179s,9.952 μs,339.909 μs,236841,236841,0,cudaLaunchKernel,2 1 2001,0128 1 1,volta_sgemm_32x32_sliced1x4_tn
1.84147s,1.687 μs,1.84147s,333.972 μs,1.8418s,1.632 μs,337.291 μs,236841,236841,0,cudaLaunchKernel,4 1 2001,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
1.84148s,1.372 μs,1.84148s,326.932 μs,1.8418s,6.816 μs,335.120 μs,236841,236841,0,cudaLaunchKernel,1 1 2001,0128 1 1,volta_sgemm_32x32_sliced1x4_tn
