API Start,API Dur,Queue Start,Queue Dur,Kernel Start,Kernel Dur,Total Dur,PID,TID,DevId,API Function,GridXYZ,BlockXYZ,Kernel Name
2.36427s,1.564 μs,2.36428s,71.453 ms,2.43573s,1.343 ms,72.798 ms,236089,236089,0,cudaLaunchKernel,46656 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.36428s,2.025 μs,2.36428s,72.790 ms,2.43707s,2.722 ms,75.514 ms,236089,236089,0,cudaLaunchKernel,0448 2 1,0128 1 1,"void at::native::<unnamed>::CatArrayBatchedCopy_aligned16_contig<at::native::<unnamed>::OpaqueType<(unsigned int)4>, unsigned int, (int)4, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)"
2.3643s,1.677 μs,2.3643s,75.497 ms,2.43979s,1.920 μs,75.500 ms,236089,236089,0,cudaLaunchKernel,12 1 2001,0256 1 1,"void cask__5x_cudnn::computeOffsetsKernel<(bool)0, (bool)0>(cask__5x_cudnn::ComputeOffsetsParams)"
2.3643s,1.263 μs,2.3643s,75.497 ms,2.4398s,1.697 ms,77.195 ms,236089,236089,0,cudaLaunchKernel,2916 1 1,64    1    1,_5x_cudnn_volta_scudnn_128x32_relu_small_nn_v1
2.3643s,1.620 μs,2.3643s,77.190 ms,2.44149s,674.530 μs,77.866 ms,236089,236089,0,cudaLaunchKernel,46656 1 1,0128 1 1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
2.36431s,1.821 μs,2.36431s,77.858 ms,2.44217s,671.779 μs,78.532 ms,236089,236089,0,cudaLaunchKernel,23328 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.36432s,2.327 μs,2.36433s,78.515 ms,2.44284s,2.714 ms,81.232 ms,236089,236089,0,cudaLaunchKernel,92    1  128,0256 1 1,volta_sgemm_32x128_nn
2.36433s,1.555 μs,2.36433s,81.226 ms,2.44556s,2.693 ms,83.920 ms,236089,236089,0,cudaLaunchKernel,186624    1    1,0128 1 1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
2.36433s,1.800 μs,2.36434s,83.914 ms,2.44825s,2.686 ms,86.602 ms,236089,236089,0,cudaLaunchKernel,93312 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.36435s,3.123 μs,2.36435s,86.583 ms,2.45094s,1.524 ms,88.110 ms,236089,236089,0,cudaLaunchKernel,128   32    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)"
2.36435s,2.363 μs,2.36436s,88.105 ms,2.45246s,6.496 μs,88.113 ms,236089,236089,0,cudaLaunchKernel,1 16 2001,32    8    1,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)"
2.36436s,1.887 μs,2.36436s,88.108 ms,2.45247s,6.453 ms,94.563 ms,236089,236089,0,cudaLaunchKernel,784    1   36,0256 1 1,volta_sgemm_32x128_nn
2.36436s,3.946 μs,2.36436s,94.557 ms,2.45892s,4.722 ms,99.282 ms,236089,236089,0,cudaLaunchKernel,128  128    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)"
2.36437s,1.499 μs,2.36437s,99.270 ms,2.46364s,2.693 ms,101.964 ms,236089,236089,0,cudaLaunchKernel,186624    1    1,0128 1 1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
2.36438s,1.452 μs,2.36438s,101.958 ms,2.46634s,2.685 ms,104.645 ms,236089,236089,0,cudaLaunchKernel,93312 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.36438s,1.720 μs,2.36438s,104.638 ms,2.46902s,5.450 ms,110.090 ms,236089,236089,0,cudaLaunchKernel,0448 2 1,0128 1 1,"void at::native::<unnamed>::CatArrayBatchedCopy_aligned16_contig<at::native::<unnamed>::OpaqueType<(unsigned int)4>, unsigned int, (int)4, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)"
2.36439s,1.636 μs,2.36439s,110.079 ms,2.47447s,5.449 ms,115.529 ms,236089,236089,0,cudaLaunchKernel,93312 1 1,0256 1 1,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, long, long, long, int, int, int, int, int, int, int, int, int, int, T1 *, long *)"
2.36441s,1.659 μs,2.36441s,115.512 ms,2.47992s,1.952 μs,115.516 ms,236089,236089,0,cudaLaunchKernel,3 1 2001,0256 1 1,"void cask__5x_cudnn::computeOffsetsKernel<(bool)0, (bool)0>(cask__5x_cudnn::ComputeOffsetsParams)"
2.36441s,1.266 μs,2.36441s,115.513 ms,2.47992s,810.595 μs,116.325 ms,236089,236089,0,cudaLaunchKernel,0729 1 1,64    1    1,_5x_cudnn_volta_scudnn_128x32_relu_small_nn_v1
2.36442s,1.472 μs,2.36442s,116.318 ms,2.48073s,170.593 μs,116.490 ms,236089,236089,0,cudaLaunchKernel,11664 1 1,0128 1 1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
2.36442s,1.662 μs,2.36442s,116.484 ms,2.48091s,168.832 μs,116.654 ms,236089,236089,0,cudaLaunchKernel,5832 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.36443s,1.442 μs,2.36443s,116.640 ms,2.48108s,1.952 μs,116.644 ms,236089,236089,0,cudaLaunchKernel,3 1 2001,0256 1 1,"void cask__5x_cudnn::computeOffsetsKernel<(bool)0, (bool)0>(cask__5x_cudnn::ComputeOffsetsParams)"
2.36444s,5.936 μs,2.36444s,116.636 ms,2.48108s,548.003 μs,117.190 ms,236089,236089,0,cudaLaunchKernel,0729 2 1,0128 1 1,_5x_cudnn_volta_scudnn_128x64_relu_medium_nn_v1
2.36445s,1.624 μs,2.36445s,117.179 ms,2.48163s,675.715 μs,117.857 ms,236089,236089,0,cudaLaunchKernel,46656 1 1,0128 1 1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
2.36445s,1.486 μs,2.36445s,117.851 ms,2.4823s,672.675 μs,118.525 ms,236089,236089,0,cudaLaunchKernel,23328 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.36446s,2.651 μs,2.36446s,118.511 ms,2.48298s,329.057 μs,118.842 ms,236089,236089,0,cudaLaunchKernel,32   32    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)"
2.36447s,1.360 μs,2.36447s,118.839 ms,2.48331s,5.536 μs,118.846 ms,236089,236089,0,cudaLaunchKernel,1 16 2001,32    8    1,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)"
2.36447s,1.307 μs,2.36447s,118.843 ms,2.48331s,1.586 ms,120.431 ms,236089,236089,0,cudaLaunchKernel,196    1   36,0256 1 1,volta_sgemm_32x128_nn
2.36447s,1.229 μs,2.36447s,120.428 ms,2.4849s,1.184 ms,121.613 ms,236089,236089,0,cudaLaunchKernel,32  128    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)"
2.36447s,1.618 μs,2.36447s,121.608 ms,2.48608s,676.003 μs,122.286 ms,236089,236089,0,cudaLaunchKernel,46656 1 1,0128 1 1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
2.36448s,1.445 μs,2.36448s,122.280 ms,2.48676s,672.386 μs,122.954 ms,236089,236089,0,cudaLaunchKernel,23328 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.36449s,1.722 μs,2.36449s,122.945 ms,2.48743s,1.364 ms,124.311 ms,236089,236089,0,cudaLaunchKernel,0448 2 1,0128 1 1,"void at::native::<unnamed>::CatArrayBatchedCopy_aligned16_contig<at::native::<unnamed>::OpaqueType<(unsigned int)4>, unsigned int, (int)4, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)"
2.3645s,1.441 μs,2.3645s,124.295 ms,2.4888s,1.250 ms,125.547 ms,236089,236089,0,cudaLaunchKernel,12 1 0128,64    1    1,volta_sgemm_64x64_nn
2.3645s,2.689 μs,2.36451s,125.541 ms,2.49005s,254.497 μs,125.798 ms,236089,236089,0,cudaLaunchKernel,17496 1 1,0128 1 1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
2.36451s,1.741 μs,2.36451s,125.791 ms,2.4903s,252.449 μs,126.045 ms,236089,236089,0,cudaLaunchKernel,8748 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.36452s,1.407 μs,2.36452s,126.032 ms,2.49056s,903.587 μs,126.937 ms,236089,236089,0,cudaLaunchKernel,12 3 0128,64    1    1,volta_sgemm_64x64_nn
2.36453s,1.423 μs,2.36453s,126.932 ms,2.49146s,1.013 ms,127.946 ms,236089,236089,0,cudaLaunchKernel,69984 1 1,0128 1 1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
2.36453s,1.678 μs,2.36453s,127.940 ms,2.49247s,1.009 ms,128.951 ms,236089,236089,0,cudaLaunchKernel,34992 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.36454s,1.549 μs,2.36454s,128.938 ms,2.49348s,488.738 μs,129.429 ms,236089,236089,0,cudaLaunchKernel,32   48    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)"
2.36454s,1.225 μs,2.36455s,129.426 ms,2.49397s,14.176 μs,129.442 ms,236089,236089,0,cudaLaunchKernel,2 24 2001,32    8    1,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)"
2.36455s,2.307 μs,2.36455s,129.438 ms,2.49399s,2.277 ms,131.717 ms,236089,236089,0,cudaLaunchKernel,98    3   36,64    1    1,volta_sgemm_64x64_nn
2.36455s,1.390 μs,2.36455s,131.714 ms,2.49626s,1.749 ms,133.464 ms,236089,236089,0,cudaLaunchKernel,32  192    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)"
2.36455s,1.439 μs,2.36455s,133.459 ms,2.49801s,1.012 ms,134.473 ms,236089,236089,0,cudaLaunchKernel,69984 1 1,0128 1 1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
2.36456s,1.489 μs,2.36456s,134.468 ms,2.49903s,1.009 ms,135.479 ms,236089,236089,0,cudaLaunchKernel,34992 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.36456s,1.718 μs,2.36457s,135.470 ms,2.50004s,2.077 ms,137.549 ms,236089,236089,0,cudaLaunchKernel,0448 2 1,0128 1 1,"void at::native::<unnamed>::CatArrayBatchedCopy_aligned16_contig<at::native::<unnamed>::OpaqueType<(unsigned int)4>, unsigned int, (int)4, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)"
2.36458s,1.401 μs,2.36458s,137.534 ms,2.50211s,1.821 ms,139.357 ms,236089,236089,0,cudaLaunchKernel,12 1 0128,64    1    1,volta_sgemm_64x64_nn
2.36458s,1.612 μs,2.36458s,139.352 ms,2.50394s,254.561 μs,139.608 ms,236089,236089,0,cudaLaunchKernel,17496 1 1,0128 1 1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
2.36459s,1.497 μs,2.36459s,139.603 ms,2.50419s,252.705 μs,139.857 ms,236089,236089,0,cudaLaunchKernel,8748 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.3646s,1.391 μs,2.3646s,139.842 ms,2.50444s,897.731 μs,140.742 ms,236089,236089,0,cudaLaunchKernel,12 3 0128,64    1    1,volta_sgemm_64x64_nn
2.3646s,1.628 μs,2.36461s,140.737 ms,2.50534s,1.012 ms,141.751 ms,236089,236089,0,cudaLaunchKernel,69984 1 1,0128 1 1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
2.36461s,1.456 μs,2.36461s,141.745 ms,2.50636s,1.009 ms,142.756 ms,236089,236089,0,cudaLaunchKernel,34992 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.36462s,1.484 μs,2.36462s,142.744 ms,2.50736s,492.354 μs,143.238 ms,236089,236089,0,cudaLaunchKernel,32   48    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)"
2.36462s,1.209 μs,2.36462s,143.235 ms,2.50786s,13.184 μs,143.250 ms,236089,236089,0,cudaLaunchKernel,2 24 2001,32    8    1,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)"
2.36462s,1.367 μs,2.36462s,143.247 ms,2.50787s,2.278 ms,145.526 ms,236089,236089,0,cudaLaunchKernel,98    3   36,64    1    1,volta_sgemm_64x64_nn
2.36462s,1.397 μs,2.36463s,145.524 ms,2.51015s,1.765 ms,147.290 ms,236089,236089,0,cudaLaunchKernel,32  192    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)"
2.36463s,1.503 μs,2.36463s,147.284 ms,2.51192s,1.013 ms,148.298 ms,236089,236089,0,cudaLaunchKernel,69984 1 1,0128 1 1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
2.36463s,1.602 μs,2.36464s,148.292 ms,2.51293s,1.010 ms,149.304 ms,236089,236089,0,cudaLaunchKernel,34992 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.36464s,1.491 μs,2.36464s,149.297 ms,2.51394s,2.078 ms,151.376 ms,236089,236089,0,cudaLaunchKernel,0448 2 1,0128 1 1,"void at::native::<unnamed>::CatArrayBatchedCopy_aligned16_contig<at::native::<unnamed>::OpaqueType<(unsigned int)4>, unsigned int, (int)4, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)"
2.36465s,1.676 μs,2.36466s,151.361 ms,2.51602s,1.888 μs,151.365 ms,236089,236089,0,cudaLaunchKernel,3 1 2001,0256 1 1,"void cask__5x_cudnn::computeOffsetsKernel<(bool)0, (bool)0>(cask__5x_cudnn::ComputeOffsetsParams)"
2.36466s,1.290 μs,2.36466s,151.362 ms,2.51602s,1.777 ms,153.140 ms,236089,236089,0,cudaLaunchKernel,0729 1 1,0128 1 1,_5x_cudnn_volta_scudnn_128x64_relu_medium_nn_v1
2.36466s,1.603 μs,2.36466s,153.135 ms,2.5178s,338.593 μs,153.475 ms,236089,236089,0,cudaLaunchKernel,23328 1 1,0128 1 1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
2.36467s,1.499 μs,2.36467s,153.470 ms,2.51814s,336.481 μs,153.808 ms,236089,236089,0,cudaLaunchKernel,11664 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.36468s,1.430 μs,2.36468s,153.794 ms,2.51847s,1.888 μs,153.797 ms,236089,236089,0,cudaLaunchKernel,3 1 2001,0256 1 1,"void cask__5x_cudnn::computeOffsetsKernel<(bool)0, (bool)0>(cask__5x_cudnn::ComputeOffsetsParams)"
2.36468s,2.514 μs,2.36468s,153.793 ms,2.51848s,1.462 ms,155.257 ms,236089,236089,0,cudaLaunchKernel,0729 4 1,0128 1 1,_5x_cudnn_volta_scudnn_128x64_relu_medium_nn_v1
2.36469s,1.405 μs,2.36469s,155.251 ms,2.51994s,1.349 ms,156.601 ms,236089,236089,0,cudaLaunchKernel,93312 1 1,0128 1 1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
2.36469s,1.435 μs,2.36469s,156.596 ms,2.52129s,1.345 ms,157.942 ms,236089,236089,0,cudaLaunchKernel,46656 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.3647s,4.385 μs,2.36471s,157.926 ms,2.52263s,674.626 μs,158.605 ms,236089,236089,0,cudaLaunchKernel,32   64    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)"
2.36471s,1.170 μs,2.36471s,158.600 ms,2.52331s,22.880 μs,158.624 ms,236089,236089,0,cudaLaunchKernel,2   32    1,32    8    1,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)"
2.36471s,1.229 μs,2.36471s,158.622 ms,2.52333s,5.336 ms,163.960 ms,236089,236089,0,cudaLaunchKernel,196    2   36,0256 1 1,volta_sgemm_32x128_nn
2.36471s,1.191 μs,2.36471s,163.957 ms,2.52867s,2.341 ms,166.299 ms,236089,236089,0,cudaLaunchKernel,32  256    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)"
2.36471s,1.635 μs,2.36472s,166.293 ms,2.53101s,1.348 ms,167.643 ms,236089,236089,0,cudaLaunchKernel,93312 1 1,0128 1 1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
2.36472s,1.420 μs,2.36472s,167.637 ms,2.53236s,1.345 ms,168.983 ms,236089,236089,0,cudaLaunchKernel,46656 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.36473s,1.759 μs,2.36473s,168.977 ms,2.5337s,2.726 ms,171.704 ms,236089,236089,0,cudaLaunchKernel,0448 2 1,0128 1 1,"void at::native::<unnamed>::CatArrayBatchedCopy_aligned16_contig<at::native::<unnamed>::OpaqueType<(unsigned int)4>, unsigned int, (int)4, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)"
2.36473s,1.679 μs,2.36474s,171.694 ms,2.53643s,2.985 ms,174.681 ms,236089,236089,0,cudaLaunchKernel,43264 1 1,0256 1 1,"void at::native::<unnamed>::max_pool_forward_nchw<float, float>(int, const T1 *, long, long, long, int, int, int, int, int, int, int, int, int, int, T1 *, long *)"
2.36475s,1.625 μs,2.36475s,174.666 ms,2.53942s,1.952 μs,174.670 ms,236089,236089,0,cudaLaunchKernel,1 1 2001,0256 1 1,"void cask__5x_cudnn::computeOffsetsKernel<(bool)0, (bool)0>(cask__5x_cudnn::ComputeOffsetsParams)"
2.36475s,1.203 μs,2.36475s,174.666 ms,2.53942s,598.755 μs,175.266 ms,236089,236089,0,cudaLaunchKernel,0169 1 1,0128 1 1,_5x_cudnn_volta_scudnn_128x64_relu_medium_nn_v1
2.36475s,2.726 μs,2.36476s,175.260 ms,2.54002s,80.256 μs,175.343 ms,236089,236089,0,cudaLaunchKernel,5408 1 1,0128 1 1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
2.36476s,1.712 μs,2.36476s,175.336 ms,2.5401s,78.656 μs,175.416 ms,236089,236089,0,cudaLaunchKernel,2704 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.36477s,1.421 μs,2.36477s,175.403 ms,2.54018s,1.952 μs,175.407 ms,236089,236089,0,cudaLaunchKernel,1 1 2001,0256 1 1,"void cask__5x_cudnn::computeOffsetsKernel<(bool)0, (bool)0>(cask__5x_cudnn::ComputeOffsetsParams)"
2.36477s,1.356 μs,2.36478s,175.404 ms,2.54018s,356.802 μs,175.762 ms,236089,236089,0,cudaLaunchKernel,0169 4 1,0128 1 1,_5x_cudnn_volta_scudnn_128x64_relu_medium_nn_v1
