API Start,API Dur,Queue Start,Queue Dur,Kernel Start,Kernel Dur,Total Dur,PID,TID,DevId,API Function,GridXYZ,BlockXYZ,Kernel Name
2.22226s,2.579 μs,2.22226s,97.025 ms,2.31928s,4.631 ms,101.658 ms,235544,235544,0,cudaLaunchKernel,196    1   36,0256 1 1,volta_sgemm_32x128_nn
2.22226s,1.237 μs,2.22226s,101.654 ms,2.32392s,1.191 ms,102.847 ms,235544,235544,0,cudaLaunchKernel,32  128    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)"
2.22227s,1.461 μs,2.22227s,102.838 ms,2.32511s,1.600 μs,102.841 ms,235544,235544,0,cudaLaunchKernel,1 1 2001,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.22229s,1.563 μs,2.22229s,102.822 ms,2.32511s,1.109 ms,103.933 ms,235544,235544,0,cudaLaunchKernel,0128 1 1,0512 1 1,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, int, (int)32, (bool)1, (int)1, (bool)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)"
2.2223s,1.773 μs,2.2223s,103.917 ms,2.32622s,1.760 μs,103.920 ms,235544,235544,0,cudaLaunchKernel,4 1 2001,0256 1 1,"void cask__5x_cudnn::computeOffsetsKernel<(bool)0, (bool)0>(cask__5x_cudnn::ComputeOffsetsParams)"
2.2223s,1.381 μs,2.2223s,103.917 ms,2.32622s,858.787 μs,104.777 ms,235544,235544,0,cudaLaunchKernel,0784 1 1,0256 1 1,_5x_cudnn_volta_scudnn_128x128_relu_small_nn_v1
2.22231s,1.517 μs,2.22231s,104.769 ms,2.32708s,1.664 μs,104.772 ms,235544,235544,0,cudaLaunchKernel,1 1 2001,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.22235s,1.744 μs,2.22235s,104.729 ms,2.32708s,1.109 ms,105.840 ms,235544,235544,0,cudaLaunchKernel,0128 1 1,0512 1 1,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, int, (int)32, (bool)1, (int)1, (bool)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)"
2.22236s,1.546 μs,2.22236s,105.834 ms,2.32819s,1.061 ms,106.896 ms,235544,235544,0,cudaLaunchKernel,25088 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)"
2.22236s,1.509 μs,2.22236s,106.891 ms,2.32925s,726.018 μs,107.618 ms,235544,235544,0,cudaLaunchKernel,25088 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.22237s,1.464 μs,2.22238s,107.604 ms,2.32998s,1.387 ms,108.992 ms,235544,235544,0,cudaLaunchKernel,32  128    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)"
2.22238s,1.477 μs,2.22238s,108.990 ms,2.33137s,23.744 μs,109.015 ms,235544,235544,0,cudaLaunchKernel,4 16 2001,32    8    1,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)"
2.22238s,1.296 μs,2.22238s,109.012 ms,2.33139s,4.632 ms,113.645 ms,235544,235544,0,cudaLaunchKernel,196    1   36,0256 1 1,volta_sgemm_32x128_nn
2.22238s,1.265 μs,2.22238s,113.643 ms,2.33602s,1.187 ms,114.831 ms,235544,235544,0,cudaLaunchKernel,32  128    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)"
2.22239s,1.454 μs,2.22239s,114.823 ms,2.33721s,1.664 μs,114.826 ms,235544,235544,0,cudaLaunchKernel,1 1 2001,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.22241s,1.778 μs,2.22241s,114.807 ms,2.33721s,1.104 ms,115.913 ms,235544,235544,0,cudaLaunchKernel,0128 1 1,0512 1 1,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, int, (int)32, (bool)1, (int)1, (bool)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)"
2.22241s,1.481 μs,2.22241s,115.906 ms,2.33832s,721.986 μs,116.629 ms,235544,235544,0,cudaLaunchKernel,25088 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.22242s,1.395 μs,2.22242s,116.618 ms,2.33904s,1.393 ms,118.012 ms,235544,235544,0,cudaLaunchKernel,32  128    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)"
2.22242s,1.295 μs,2.22242s,118.010 ms,2.34044s,22.816 μs,118.035 ms,235544,235544,0,cudaLaunchKernel,4 16 2001,32    8    1,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)"
2.22243s,2.926 μs,2.22243s,118.030 ms,2.34046s,4.914 ms,122.948 ms,235544,235544,0,cudaLaunchKernel,196    1   36,0256 1 1,volta_sgemm_32x128_nn
2.22243s,1.199 μs,2.22243s,122.944 ms,2.34537s,1.189 ms,124.134 ms,235544,235544,0,cudaLaunchKernel,32  128    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)"
2.22244s,1.464 μs,2.22244s,124.126 ms,2.34656s,1.760 μs,124.129 ms,235544,235544,0,cudaLaunchKernel,1 1 2001,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.22245s,1.619 μs,2.22245s,124.111 ms,2.34657s,1.107 ms,125.220 ms,235544,235544,0,cudaLaunchKernel,0128 1 1,0512 1 1,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, int, (int)32, (bool)1, (int)1, (bool)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)"
2.22246s,1.419 μs,2.22246s,125.214 ms,2.34767s,1.057 ms,126.273 ms,235544,235544,0,cudaLaunchKernel,25088 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)"
2.22246s,2.630 μs,2.22246s,126.266 ms,2.34873s,722.081 μs,126.991 ms,235544,235544,0,cudaLaunchKernel,25088 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.22248s,1.556 μs,2.22248s,126.972 ms,2.34945s,2.016 μs,126.975 ms,235544,235544,0,cudaLaunchKernel,1 1 2001,0256 1 1,"void cask__5x_cudnn::computeOffsetsKernel<(bool)0, (bool)0>(cask__5x_cudnn::ComputeOffsetsParams)"
2.22248s,2.219 μs,2.22249s,126.970 ms,2.34946s,5.556 ms,132.528 ms,235544,235544,0,cudaLaunchKernel,0196 4 1,0128 1 1,_5x_cudnn_volta_scudnn_128x64_relu_xregs_large_nn_v1
2.22249s,1.620 μs,2.22249s,132.519 ms,2.35501s,1.760 μs,132.523 ms,235544,235544,0,cudaLaunchKernel,1 1 2001,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.22251s,2.711 μs,2.22251s,132.500 ms,2.35501s,585.953 μs,133.089 ms,235544,235544,0,cudaLaunchKernel,0256 1 1,0512 1 1,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, int, (int)32, (bool)1, (int)1, (bool)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)"
2.22252s,1.551 μs,2.22252s,133.080 ms,2.3556s,360.801 μs,133.443 ms,235544,235544,0,cudaLaunchKernel,12544 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.22253s,1.439 μs,2.22253s,133.430 ms,2.35596s,797.986 μs,134.230 ms,235544,235544,0,cudaLaunchKernel,8  256    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)"
2.22253s,1.487 μs,2.22253s,134.229 ms,2.35676s,92.736 μs,134.324 ms,235544,235544,0,cudaLaunchKernel,8   32    1,32    8    1,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)"
2.22253s,1.263 μs,2.22254s,134.320 ms,2.35686s,6.037 ms,140.359 ms,235544,235544,0,cudaLaunchKernel,64    2   36,0256 1 1,volta_sgemm_32x128_nn
2.22254s,2.546 μs,2.22254s,140.355 ms,2.36289s,699.266 μs,141.057 ms,235544,235544,0,cudaLaunchKernel,8  256    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)"
2.22254s,1.475 μs,2.22255s,141.047 ms,2.36359s,1.696 μs,141.050 ms,235544,235544,0,cudaLaunchKernel,1 1 2001,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.22256s,1.691 μs,2.22256s,141.031 ms,2.3636s,585.633 μs,141.619 ms,235544,235544,0,cudaLaunchKernel,0256 1 1,0512 1 1,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, int, (int)32, (bool)1, (int)1, (bool)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)"
2.22258s,1.463 μs,2.22258s,141.603 ms,2.36418s,1.920 μs,141.607 ms,235544,235544,0,cudaLaunchKernel,1 1 2001,0256 1 1,"void cask__5x_cudnn::computeOffsetsKernel<(bool)0, (bool)0>(cask__5x_cudnn::ComputeOffsetsParams)"
2.22258s,1.452 μs,2.22258s,141.603 ms,2.36418s,860.354 μs,142.465 ms,235544,235544,0,cudaLaunchKernel,0196 2 1,0256 1 1,_5x_cudnn_volta_scudnn_128x128_relu_small_nn_v1
2.22259s,1.606 μs,2.22259s,142.457 ms,2.36504s,1.728 μs,142.461 ms,235544,235544,0,cudaLaunchKernel,1 1 2001,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.2226s,1.624 μs,2.22261s,142.442 ms,2.36505s,591.202 μs,143.034 ms,235544,235544,0,cudaLaunchKernel,0256 1 1,0512 1 1,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, int, (int)32, (bool)1, (int)1, (bool)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)"
2.22261s,1.624 μs,2.22261s,143.029 ms,2.36564s,529.313 μs,143.560 ms,235544,235544,0,cudaLaunchKernel,12544 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)"
2.22261s,1.484 μs,2.22261s,143.554 ms,2.36617s,361.441 μs,143.917 ms,235544,235544,0,cudaLaunchKernel,12544 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.22263s,1.553 μs,2.22263s,143.903 ms,2.36653s,798.850 μs,144.704 ms,235544,235544,0,cudaLaunchKernel,8  256    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)"
2.22263s,1.250 μs,2.22263s,144.701 ms,2.36733s,91.584 μs,144.794 ms,235544,235544,0,cudaLaunchKernel,8   32    1,32    8    1,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)"
2.22263s,1.209 μs,2.22263s,144.792 ms,2.36742s,6.050 ms,150.842 ms,235544,235544,0,cudaLaunchKernel,64    2   36,0256 1 1,volta_sgemm_32x128_nn
2.22263s,2.245 μs,2.22263s,150.839 ms,2.37347s,698.273 μs,151.540 ms,235544,235544,0,cudaLaunchKernel,8  256    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)"
2.22264s,1.721 μs,2.22264s,151.531 ms,2.37417s,1.761 μs,151.534 ms,235544,235544,0,cudaLaunchKernel,1 1 2001,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.22266s,1.465 μs,2.22266s,151.516 ms,2.37417s,589.825 μs,152.107 ms,235544,235544,0,cudaLaunchKernel,0256 1 1,0512 1 1,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, int, (int)32, (bool)1, (int)1, (bool)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)"
2.22266s,1.532 μs,2.22266s,152.101 ms,2.37476s,360.193 μs,152.462 ms,235544,235544,0,cudaLaunchKernel,12544 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.22268s,1.678 μs,2.22268s,152.446 ms,2.37512s,798.978 μs,153.247 ms,235544,235544,0,cudaLaunchKernel,8  256    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)"
2.22268s,1.298 μs,2.22268s,153.244 ms,2.37592s,90.848 μs,153.336 ms,235544,235544,0,cudaLaunchKernel,8   32    1,32    8    1,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)"
2.22268s,1.242 μs,2.22268s,153.333 ms,2.37602s,6.258 ms,159.593 ms,235544,235544,0,cudaLaunchKernel,64    2   36,0256 1 1,volta_sgemm_32x128_nn
2.22268s,1.202 μs,2.22268s,159.590 ms,2.38227s,697.314 μs,160.289 ms,235544,235544,0,cudaLaunchKernel,8  256    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)"
2.22269s,1.673 μs,2.22269s,160.280 ms,2.38297s,1.792 μs,160.284 ms,235544,235544,0,cudaLaunchKernel,1 1 2001,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.22271s,1.586 μs,2.22271s,160.265 ms,2.38297s,591.105 μs,160.858 ms,235544,235544,0,cudaLaunchKernel,0256 1 1,0512 1 1,"void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, int, (int)32, (bool)1, (int)1, (bool)1>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const T2 *, const T2 *, T2, T2, T2 *, T2 *, T2 *, T2 *, T2, T2)"
2.22271s,1.715 μs,2.22271s,160.851 ms,2.38357s,527.617 μs,161.380 ms,235544,235544,0,cudaLaunchKernel,12544 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)"
2.22272s,1.552 μs,2.22272s,161.374 ms,2.38409s,360.673 μs,161.736 ms,235544,235544,0,cudaLaunchKernel,12544 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.22273s,1.915 μs,2.22274s,161.718 ms,2.38446s,2.048 μs,161.722 ms,235544,235544,0,cudaLaunchKernel,1 1 2001,0256 1 1,"void cask__5x_cudnn::computeOffsetsKernel<(bool)0, (bool)0>(cask__5x_cudnn::ComputeOffsetsParams)"
2.22274s,1.384 μs,2.22274s,161.719 ms,2.38446s,5.421 ms,167.142 ms,235544,235544,0,cudaLaunchKernel,49    4    1,0256 1 1,_5x_cudnn_volta_scudnn_128x128_relu_small_nn_v1
2.22274s,1.579 μs,2.22275s,167.134 ms,2.38988s,1.856 μs,167.137 ms,235544,235544,0,cudaLaunchKernel,1 1 2001,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.22277s,2.541 μs,2.22277s,167.112 ms,2.38988s,220.288 μs,167.335 ms,235544,235544,0,cudaLaunchKernel,0512 1 1,0512 1 1,"void cudnn::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnn::bn_fw_tr_1C11_args<T1>)"
2.22277s,1.665 μs,2.22278s,167.326 ms,2.3901s,179.937 μs,167.508 ms,235544,235544,0,cudaLaunchKernel,6272 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.22279s,1.521 μs,2.22279s,167.494 ms,2.39028s,435.617 μs,167.931 ms,235544,235544,0,cudaLaunchKernel,8  512    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)"
2.22279s,1.305 μs,2.22279s,167.929 ms,2.39072s,391.009 μs,168.321 ms,235544,235544,0,cudaLaunchKernel,16   64    1,32    8    1,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)"
2.22279s,1.502 μs,2.22279s,168.318 ms,2.39111s,6.137 ms,174.457 ms,235544,235544,0,cudaLaunchKernel,16    4   36,0256 1 1,volta_sgemm_32x128_nn
2.22279s,1.260 μs,2.22279s,174.455 ms,2.39725s,348.545 μs,174.804 ms,235544,235544,0,cudaLaunchKernel,8  512    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)"
2.2228s,1.482 μs,2.2228s,174.796 ms,2.3976s,1.760 μs,174.799 ms,235544,235544,0,cudaLaunchKernel,1 1 2001,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.22282s,1.659 μs,2.22282s,174.780 ms,2.3976s,227.936 μs,175.009 ms,235544,235544,0,cudaLaunchKernel,0512 1 1,0512 1 1,"void cudnn::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnn::bn_fw_tr_1C11_args<T1>)"
2.22283s,1.620 μs,2.22283s,174.994 ms,2.39783s,2.048 μs,174.998 ms,235544,235544,0,cudaLaunchKernel,1 1 2001,0256 1 1,"void cask__5x_cudnn::computeOffsetsKernel<(bool)0, (bool)0>(cask__5x_cudnn::ComputeOffsetsParams)"
2.22284s,1.389 μs,2.22284s,174.995 ms,2.39783s,892.354 μs,175.889 ms,235544,235544,0,cudaLaunchKernel,49    4    1,0256 1 1,_5x_cudnn_volta_scudnn_128x128_relu_small_nn_v1
2.22284s,1.498 μs,2.22284s,175.881 ms,2.39872s,1.760 μs,175.884 ms,235544,235544,0,cudaLaunchKernel,1 1 2001,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.22287s,1.716 μs,2.22287s,175.855 ms,2.39873s,221.248 μs,176.078 ms,235544,235544,0,cudaLaunchKernel,0512 1 1,0512 1 1,"void cudnn::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnn::bn_fw_tr_1C11_args<T1>)"
2.22288s,1.553 μs,2.22288s,176.072 ms,2.39895s,264.129 μs,176.338 ms,235544,235544,0,cudaLaunchKernel,6272 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)"
2.22288s,1.542 μs,2.22288s,176.332 ms,2.39921s,180.320 μs,176.514 ms,235544,235544,0,cudaLaunchKernel,6272 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.22289s,4.536 μs,2.2229s,176.497 ms,2.39939s,437.793 μs,176.939 ms,235544,235544,0,cudaLaunchKernel,8  512    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)"
2.2229s,1.475 μs,2.2229s,176.933 ms,2.39983s,388.897 μs,177.324 ms,235544,235544,0,cudaLaunchKernel,16   64    1,32    8    1,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)"
2.2229s,1.269 μs,2.2229s,177.321 ms,2.40022s,6.171 ms,183.493 ms,235544,235544,0,cudaLaunchKernel,16    4   36,0256 1 1,volta_sgemm_32x128_nn
2.2229s,1.376 μs,2.2229s,183.491 ms,2.40639s,348.513 μs,183.841 ms,235544,235544,0,cudaLaunchKernel,8  512    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)"
2.22291s,1.464 μs,2.22291s,183.833 ms,2.40674s,1.760 μs,183.836 ms,235544,235544,0,cudaLaunchKernel,1 1 2001,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.22293s,5.206 μs,2.22293s,183.814 ms,2.40675s,223.681 μs,184.043 ms,235544,235544,0,cudaLaunchKernel,0512 1 1,0512 1 1,"void cudnn::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnn::bn_fw_tr_1C11_args<T1>)"
2.22294s,1.666 μs,2.22294s,184.031 ms,2.40697s,179.681 μs,184.213 ms,235544,235544,0,cudaLaunchKernel,6272 1 1,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.22295s,1.489 μs,2.22295s,184.201 ms,2.40715s,439.617 μs,184.642 ms,235544,235544,0,cudaLaunchKernel,8  512    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)"
2.22295s,1.314 μs,2.22295s,184.639 ms,2.40759s,395.969 μs,185.037 ms,235544,235544,0,cudaLaunchKernel,16   64    1,32    8    1,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)"
2.22295s,1.437 μs,2.22295s,185.034 ms,2.40799s,6.172 ms,191.207 ms,235544,235544,0,cudaLaunchKernel,16    4   36,0256 1 1,volta_sgemm_32x128_nn
2.22295s,1.263 μs,2.22295s,191.205 ms,2.41416s,348.577 μs,191.554 ms,235544,235544,0,cudaLaunchKernel,8  512    1,0256 1 1,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)"
2.22296s,1.547 μs,2.22296s,191.546 ms,2.41451s,1.792 μs,191.550 ms,235544,235544,0,cudaLaunchKernel,1 1 2001,0128 1 1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<long>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
2.22298s,1.757 μs,2.22298s,191.529 ms,2.41451s,226.464 μs,191.757 ms,235544,235544,0,cudaLaunchKernel,0512 1 1,0512 1 1,"void cudnn::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnn::bn_fw_tr_1C11_args<T1>)"
